Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , M , WAIT , 679.0
B , M , WAIT , 2214.0
C , M , WAIT , 2539.0
A , M , WAIT , 724.0
C , M , WAIT , 81.0
C , M , WAIT , 553.0
C , M , WAIT , 1713.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
28580.126059642364 , 0.4744421874428112 , 2339.1 , 12335000

 
 
