Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 3418.0
C , L , WAIT , 356.0
A , S , WAIT , 2660.0
A , L , WAIT , 76.0
B , S , WAIT , 2784.0
A , L , WAIT , 2370.0
B , S , WAIT , 2256.0
A , L , WAIT , 2607.0
B , L , WAIT , 2211.0
A , L , WAIT , 3374.0
B , L , WAIT , 3197.0
B , L , WAIT , 791.0
C , L , WAIT , 1983.0
C , S , WAIT , 339.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
466.34910031356975 , 0.04140764404421863 , 0.0 , 14775000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 670.0
A , L , WAIT , 1632.0
C , S , WAIT , 140.0
A , L , WAIT , 1091.0
A , L , WAIT , 2936.0
C , L , WAIT , 2843.0
B , S , WAIT , 2227.0
B , L , WAIT , 2974.0
C , S , WAIT , 330.0
C , L , WAIT , 3597.0
B , L , WAIT , 2453.0
A , S , WAIT , 136.0
A , S , WAIT , 725.0
C , S , WAIT , 1868.0
C , L , WAIT , 1328.0
B , L , WAIT , 716.0
A , S , WAIT , 1287.0
C , S , WAIT , 2415.0
B , S , WAIT , 1663.0
B , S , WAIT , 976.0
A , L , WAIT , 1534.0
A , S , WAIT , 1562.0
B , S , WAIT , 1887.0
A , L , WAIT , 1578.0
A , S , WAIT , 2784.0
B , L , WAIT , 3135.0
C , L , WAIT , 3217.0
A , L , WAIT , 2588.0
A , L , WAIT , 3263.0
A , S , WAIT , 298.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
516.7107239646625 , 0.06381910811591635 , 0.0 , 13200000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , WAIT , 3360.0
B , L , WAIT , 1974.0
B , L , WAIT , 108.0
B , L , WAIT , 152.0
C , L , WAIT , 2071.0
A , S , WAIT , 1293.0
A , L , WAIT , 2435.0
B , S , WAIT , 1073.0
A , L , WAIT , 1439.0
A , L , WAIT , 3252.0
A , L , WAIT , 278.0
A , L , WAIT , 895.0
B , S , WAIT , 1616.0
A , L , WAIT , 3431.0
C , S , WAIT , 2502.0
A , L , WAIT , 3104.0
B , S , WAIT , 13.0
A , S , WAIT , 1203.0
A , S , WAIT , 1378.0
C , L , WAIT , 3553.0
C , L , WAIT , 2147.0
A , S , WAIT , 2572.0
C , S , WAIT , 2933.0
C , L , WAIT , 1725.0
A , L , WAIT , 2216.0
C , L , WAIT , 647.0
A , S , WAIT , 2599.0
B , L , WAIT , 506.0
B , L , WAIT , 2743.0
A , L , WAIT , 2287.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
591.1382714495231 , 0.036757330223358024 , 0.0 , 13875000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 2772.0
A , L , WAIT , 862.0
A , S , WAIT , 1960.0
A , S , WAIT , 1744.0
C , S , WAIT , 3407.0
C , L , WAIT , 1363.0
B , L , WAIT , 3099.0
C , S , WAIT , 1208.0
A , L , WAIT , 1512.0
C , L , WAIT , 1604.0
A , L , WAIT , 1652.0
A , L , WAIT , 3204.0
B , S , WAIT , 3557.0
A , L , WAIT , 730.0
B , L , WAIT , 2464.0
C , L , WAIT , 1857.0
B , L , WAIT , 1971.0
B , S , WAIT , 1749.0
A , S , WAIT , 189.0
C , L , WAIT , 3077.0
B , L , WAIT , 3451.0
A , L , WAIT , 2507.0
B , S , WAIT , 421.0
A , L , WAIT , 3144.0
B , L , WAIT , 2918.0
A , L , WAIT , 161.0
C , S , WAIT , 871.0
C , S , WAIT , 2666.0
A , L , WAIT , 786.0
C , S , WAIT , 2761.0
A , S , WAIT , 1372.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
475.1127871035907 , 0.054403042011352175 , 0.0 , 14195000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 2121.0
A , L , WAIT , 3044.0
A , S , WAIT , 1773.0
A , L , WAIT , 1091.0
A , S , WAIT , 2190.0
A , S , WAIT , 1350.0
A , L , WAIT , 3424.0
C , L , WAIT , 2400.0
A , L , WAIT , 228.0
C , L , WAIT , 1672.0
C , L , WAIT , 2452.0
C , L , WAIT , 1249.0
B , S , WAIT , 2008.0
B , S , WAIT , 3546.0
B , L , WAIT , 132.0
A , L , WAIT , 1617.0
B , L , WAIT , 712.0
C , L , WAIT , 3252.0
B , L , WAIT , 1133.0
A , S , WAIT , 1226.0
C , S , WAIT , 3483.0
B , L , WAIT , 2296.0
B , L , WAIT , 3139.0
C , L , WAIT , 1263.0
B , S , WAIT , 1708.0
A , L , WAIT , 2065.0
A , L , WAIT , 1668.0
B , S , WAIT , 1709.0
A , S , WAIT , 2479.0
B , S , WAIT , 3173.0
A , L , WAIT , 1631.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
520.5381277725998 , 0.053567924876661246 , 0.0 , 14420000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 2280.0
A , L , WAIT , 2690.0
A , S , WAIT , 3031.0
B , L , WAIT , 1498.0
B , L , WAIT , 79.0
B , S , WAIT , 5.0
A , S , WAIT , 3039.0
A , S , WAIT , 3179.0
C , S , WAIT , 2030.0
C , S , WAIT , 2824.0
C , L , WAIT , 3178.0
B , S , WAIT , 3364.0
A , L , WAIT , 87.0
B , S , WAIT , 1793.0
A , L , WAIT , 748.0
C , S , WAIT , 439.0
A , L , WAIT , 739.0
C , L , WAIT , 2971.0
A , S , WAIT , 2329.0
A , L , WAIT , 1262.0
B , L , WAIT , 3111.0
B , S , WAIT , 1254.0
C , S , WAIT , 1359.0
A , S , WAIT , 2294.0
A , L , WAIT , 1334.0
A , S , WAIT , 457.0
C , S , WAIT , 1754.0
C , S , WAIT , 2640.0
A , L , WAIT , 1902.0
A , L , WAIT , 3204.0
A , S , WAIT , 610.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
584.259378645453 , 0.05350959397545555 , 0.0 , 13070000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , WAIT , 303.0
A , L , WAIT , 182.0
A , S , WAIT , 2859.0
C , L , WAIT , 1762.0
A , L , WAIT , 1397.0
C , L , WAIT , 689.0
B , L , WAIT , 3456.0
A , L , WAIT , 3348.0
A , L , WAIT , 1163.0
A , L , WAIT , 2114.0
B , S , WAIT , 1831.0
B , S , WAIT , 3044.0
C , L , WAIT , 940.0
B , S , WAIT , 2116.0
C , L , WAIT , 3487.0
C , S , WAIT , 1338.0
A , L , WAIT , 2136.0
B , L , WAIT , 1420.0
A , L , WAIT , 753.0
B , S , WAIT , 2801.0
C , L , WAIT , 2192.0
C , S , WAIT , 1437.0
A , L , WAIT , 2242.0
B , S , WAIT , 2924.0
C , S , WAIT , 3008.0
A , L , WAIT , 2718.0
C , L , WAIT , 629.0
A , L , WAIT , 2561.0
B , L , WAIT , 3549.0
A , L , WAIT , 15.0
B , S , WAIT , 523.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
432.7021305095353 , 0.052157372970750925 , 0.0 , 14420000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , WAIT , 3333.0
C , S , WAIT , 2462.0
B , L , WAIT , 135.0
A , L , WAIT , 3197.0
A , S , WAIT , 2779.0
B , S , WAIT , 834.0
A , S , WAIT , 2164.0
A , S , WAIT , 877.0
B , L , WAIT , 2105.0
A , L , WAIT , 1242.0
C , L , WAIT , 3271.0
A , S , WAIT , 3397.0
C , L , WAIT , 2069.0
A , L , WAIT , 1154.0
A , L , WAIT , 1519.0
A , S , WAIT , 3144.0
C , L , WAIT , 625.0
B , S , WAIT , 439.0
C , L , WAIT , 3424.0
A , L , WAIT , 2267.0
A , L , WAIT , 209.0
A , S , WAIT , 3028.0
B , L , WAIT , 1388.0
A , S , WAIT , 991.0
A , S , WAIT , 296.0
A , S , WAIT , 178.0
A , L , WAIT , 3006.0
C , L , WAIT , 3270.0
B , L , WAIT , 1460.0
A , L , WAIT , 1673.0
B , S , WAIT , 1349.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
546.4973524675803 , 0.046014374413694895 , 0.0 , 13745000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 2592.0
A , L , WAIT , 611.0
C , S , WAIT , 880.0
A , L , WAIT , 2824.0
A , L , WAIT , 615.0
A , S , WAIT , 3081.0
A , L , WAIT , 264.0
B , S , WAIT , 1299.0
A , S , WAIT , 2528.0
A , S , WAIT , 1533.0
A , L , WAIT , 2282.0
B , L , WAIT , 3436.0
C , L , WAIT , 264.0
C , L , WAIT , 2678.0
C , L , WAIT , 3102.0
A , L , WAIT , 1517.0
A , L , WAIT , 1269.0
A , S , WAIT , 2445.0
B , L , WAIT , 552.0
A , L , WAIT , 773.0
B , L , WAIT , 1087.0
B , L , WAIT , 1489.0
B , S , WAIT , 1892.0
B , S , WAIT , 174.0
A , S , WAIT , 1984.0
A , S , WAIT , 3232.0
B , L , WAIT , 2113.0
C , L , WAIT , 3168.0
A , S , WAIT , 1837.0
C , S , WAIT , 1240.0
B , S , WAIT , 2767.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
407.68119868050997 , 0.05435894623624399 , 0.0 , 13970000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , WAIT , 533.0
A , S , WAIT , 2167.0
C , L , WAIT , 154.0
A , L , WAIT , 2523.0
A , L , WAIT , 3220.0
C , S , WAIT , 1767.0
B , S , WAIT , 1073.0
B , S , WAIT , 3134.0
B , S , WAIT , 3231.0
A , L , WAIT , 433.0
B , L , WAIT , 2378.0
A , L , WAIT , 1090.0
C , S , WAIT , 1241.0
A , L , WAIT , 46.0
B , S , WAIT , 2831.0
C , S , WAIT , 3009.0
A , S , WAIT , 2232.0
C , S , WAIT , 2081.0
C , L , WAIT , 2135.0
A , L , WAIT , 915.0
A , L , WAIT , 2247.0
B , L , WAIT , 330.0
A , S , WAIT , 2898.0
B , S , WAIT , 1332.0
C , L , WAIT , 985.0
C , L , WAIT , 2631.0
C , S , WAIT , 1572.0
B , S , WAIT , 690.0
A , L , WAIT , 1431.0
A , L , WAIT , 2424.0
A , S , WAIT , 3557.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
436.1732927310712 , 0.05967501281508338 , 0.0 , 13295000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 2713.0
B , L , WAIT , 634.0
B , S , WAIT , 331.0
A , S , WAIT , 1803.0
A , L , WAIT , 574.0
A , L , WAIT , 2659.0
B , S , WAIT , 72.0
A , S , WAIT , 3293.0
A , L , WAIT , 3105.0
C , L , WAIT , 1.0
B , L , WAIT , 2864.0
A , L , WAIT , 773.0
B , L , WAIT , 3394.0
C , S , WAIT , 2897.0
B , L , WAIT , 282.0
C , L , WAIT , 3412.0
A , S , WAIT , 1416.0
B , L , WAIT , 1515.0
C , L , WAIT , 2707.0
B , S , WAIT , 2521.0
A , S , WAIT , 2992.0
A , L , WAIT , 562.0
C , S , WAIT , 3267.0
C , L , WAIT , 2732.0
A , L , WAIT , 57.0
B , S , WAIT , 1626.0
C , L , WAIT , 1031.0
A , L , WAIT , 2625.0
A , L , WAIT , 148.0
C , S , WAIT , 1270.0
A , L , WAIT , 90.0
A , S , WAIT , 1166.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
554.6596014574254 , 0.06627884256489817 , 0.0 , 14740000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 322.0
A , S , WAIT , 3379.0
C , L , WAIT , 388.0
B , S , WAIT , 2646.0
A , L , WAIT , 3352.0
A , S , WAIT , 1458.0
C , L , WAIT , 2536.0
A , L , WAIT , 2086.0
C , S , WAIT , 479.0
C , L , WAIT , 1624.0
B , L , WAIT , 177.0
A , S , WAIT , 846.0
C , S , WAIT , 1017.0
C , S , WAIT , 3157.0
B , S , WAIT , 965.0
A , S , WAIT , 2090.0
A , S , WAIT , 1525.0
A , L , WAIT , 3030.0
A , S , WAIT , 2765.0
A , S , WAIT , 2045.0
A , S , WAIT , 785.0
A , L , WAIT , 407.0
B , L , WAIT , 826.0
C , L , WAIT , 2778.0
A , S , WAIT , 1707.0
C , L , WAIT , 45.0
A , L , WAIT , 866.0
B , L , WAIT , 1362.0
C , S , WAIT , 3250.0
B , L , WAIT , 396.0
C , L , WAIT , 1459.0
A , S , WAIT , 710.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
525.9934934745418 , 0.06332499832885373 , 0.0 , 13840000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , WAIT , 3464.0
B , L , WAIT , 696.0
A , S , WAIT , 2160.0
C , S , WAIT , 430.0
C , L , WAIT , 1376.0
C , S , WAIT , 2588.0
B , S , WAIT , 514.0
A , L , WAIT , 3447.0
A , L , WAIT , 708.0
B , S , WAIT , 2866.0
C , L , WAIT , 2428.0
C , S , WAIT , 1342.0
A , L , WAIT , 2966.0
B , L , WAIT , 1832.0
A , L , WAIT , 86.0
A , S , WAIT , 1549.0
A , L , WAIT , 2456.0
A , L , WAIT , 3254.0
C , S , WAIT , 3342.0
A , L , WAIT , 1077.0
C , S , WAIT , 1629.0
A , S , WAIT , 2392.0
C , S , WAIT , 2093.0
A , L , WAIT , 1594.0
A , L , WAIT , 463.0
A , S , WAIT , 2668.0
A , S , WAIT , 3488.0
C , L , WAIT , 1368.0
B , L , WAIT , 193.0
A , S , WAIT , 2837.0
C , S , WAIT , 2861.0
C , S , WAIT , 1520.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
518.3274195737894 , 0.03133190117997191 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 1684.0
A , L , WAIT , 1690.0
C , L , WAIT , 3083.0
C , S , WAIT , 2850.0
B , L , WAIT , 3228.0
A , S , WAIT , 1528.0
C , L , WAIT , 1181.0
A , S , WAIT , 967.0
A , S , WAIT , 2282.0
A , L , WAIT , 2455.0
A , S , WAIT , 423.0
B , L , WAIT , 2174.0
A , S , WAIT , 1855.0
A , L , WAIT , 3521.0
B , S , WAIT , 13.0
C , S , WAIT , 2114.0
C , S , WAIT , 1939.0
A , S , WAIT , 1195.0
A , L , WAIT , 2375.0
A , S , WAIT , 3014.0
B , L , WAIT , 1241.0
A , L , WAIT , 642.0
A , L , WAIT , 3069.0
C , L , WAIT , 3574.0
A , S , WAIT , 1186.0
B , L , WAIT , 400.0
A , S , WAIT , 1725.0
A , L , WAIT , 365.0
A , S , WAIT , 2143.0
B , S , WAIT , 2829.0
B , L , WAIT , 2701.0
C , L , WAIT , 1503.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
439.0478543599247 , 0.01909686873106677 , 0.0 , 14065000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 3457.0
B , S , WAIT , 916.0
B , L , WAIT , 2625.0
C , L , WAIT , 2165.0
A , S , WAIT , 170.0
B , S , WAIT , 1199.0
C , L , WAIT , 2035.0
B , L , WAIT , 56.0
A , S , WAIT , 1528.0
A , S , WAIT , 2434.0
C , S , WAIT , 895.0
B , L , WAIT , 1977.0
C , S , WAIT , 12.0
B , L , WAIT , 481.0
A , L , WAIT , 2408.0
A , L , WAIT , 1126.0
B , S , WAIT , 1346.0
A , S , WAIT , 3435.0
A , S , WAIT , 229.0
C , S , WAIT , 2531.0
A , L , WAIT , 2084.0
A , S , WAIT , 1482.0
B , L , WAIT , 1225.0
B , L , WAIT , 1977.0
C , S , WAIT , 3133.0
C , L , WAIT , 3563.0
C , L , WAIT , 2992.0
A , L , WAIT , 15.0
A , L , WAIT , 1198.0
A , L , WAIT , 1866.0
B , L , WAIT , 1298.0
A , S , WAIT , 307.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
517.4321121744402 , 0.06944517839610492 , 0.0 , 14290000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 830.0
A , S , WAIT , 1804.0
A , S , WAIT , 1773.0
B , S , WAIT , 950.0
A , S , WAIT , 1841.0
A , S , WAIT , 2795.0
C , S , WAIT , 250.0
A , L , WAIT , 3529.0
C , L , WAIT , 46.0
B , S , WAIT , 2798.0
A , L , WAIT , 661.0
B , L , WAIT , 120.0
C , S , WAIT , 1480.0
B , L , WAIT , 3533.0
A , L , WAIT , 1064.0
B , L , WAIT , 3235.0
B , S , WAIT , 1986.0
C , L , WAIT , 96.0
C , S , WAIT , 2903.0
C , S , WAIT , 3287.0
A , L , WAIT , 141.0
A , S , WAIT , 3384.0
A , L , WAIT , 3112.0
B , S , WAIT , 3542.0
C , S , WAIT , 2252.0
A , L , WAIT , 1207.0
B , S , WAIT , 867.0
C , L , WAIT , 2251.0
C , L , WAIT , 3269.0
A , L , WAIT , 1152.0
A , L , WAIT , 2177.0
A , L , WAIT , 3572.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
576.9814672294317 , 0.03959060516783337 , 0.0 , 14065000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 2661.0
C , L , WAIT , 2994.0
B , S , WAIT , 3587.0
B , L , WAIT , 93.0
C , S , WAIT , 1540.0
C , L , WAIT , 1731.0
C , S , WAIT , 442.0
C , L , WAIT , 647.0
A , L , WAIT , 507.0
A , L , WAIT , 2901.0
B , L , WAIT , 2523.0
A , L , WAIT , 956.0
A , L , WAIT , 2668.0
B , S , WAIT , 660.0
A , S , WAIT , 1924.0
C , L , WAIT , 1141.0
C , S , WAIT , 3541.0
A , L , WAIT , 2336.0
C , S , WAIT , 3246.0
C , L , WAIT , 1832.0
A , S , WAIT , 469.0
B , L , WAIT , 618.0
A , S , WAIT , 1286.0
A , L , WAIT , 2880.0
C , L , WAIT , 2438.0
C , L , WAIT , 1471.0
B , L , WAIT , 1469.0
A , L , WAIT , 3085.0
A , S , WAIT , 2189.0
A , S , WAIT , 3108.0
A , S , WAIT , 1095.0
B , S , WAIT , 1012.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
532.3546835416945 , 0.04069613895870443 , 0.0 , 14515000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , WAIT , 1991.0
C , L , WAIT , 2107.0
B , S , WAIT , 35.0
B , S , WAIT , 1367.0
A , S , WAIT , 1013.0
C , S , WAIT , 1167.0
C , L , WAIT , 2391.0
C , S , WAIT , 2147.0
C , L , WAIT , 3479.0
A , S , WAIT , 768.0
B , S , WAIT , 3587.0
B , L , WAIT , 950.0
A , L , WAIT , 2119.0
C , S , WAIT , 2694.0
B , S , WAIT , 2509.0
A , S , WAIT , 3556.0
A , L , WAIT , 404.0
A , L , WAIT , 417.0
A , L , WAIT , 1729.0
A , L , WAIT , 2954.0
A , L , WAIT , 2205.0
B , S , WAIT , 416.0
A , S , WAIT , 2430.0
C , L , WAIT , 965.0
B , S , WAIT , 2994.0
B , L , WAIT , 3349.0
C , L , WAIT , 2053.0
A , L , WAIT , 2307.0
A , L , WAIT , 479.0
B , S , WAIT , 2223.0
C , S , WAIT , 3203.0
A , L , WAIT , 799.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
455.2835808070748 , 0.047588652714140804 , 0.0 , 13840000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , WAIT , 2937.0
A , L , WAIT , 1195.0
B , S , WAIT , 370.0
C , S , WAIT , 269.0
A , S , WAIT , 2776.0
B , S , WAIT , 3298.0
A , S , WAIT , 394.0
A , S , WAIT , 1239.0
C , S , WAIT , 1277.0
A , S , WAIT , 3183.0
A , L , WAIT , 3590.0
A , L , WAIT , 198.0
B , S , WAIT , 174.0
C , S , WAIT , 399.0
A , S , WAIT , 1341.0
B , L , WAIT , 2217.0
C , L , WAIT , 2419.0
C , S , WAIT , 1367.0
C , L , WAIT , 884.0
C , S , WAIT , 1602.0
B , L , WAIT , 1405.0
A , L , WAIT , 2818.0
C , S , WAIT , 1615.0
A , L , WAIT , 1053.0
B , S , WAIT , 721.0
A , S , WAIT , 2781.0
A , L , WAIT , 527.0
B , L , WAIT , 1727.0
A , L , WAIT , 1848.0
B , L , WAIT , 3027.0
C , L , WAIT , 3430.0
A , L , WAIT , 2384.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
392.1694420596319 , 0.05136156538530258 , 0.0 , 13615000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , WAIT , 761.0
A , S , WAIT , 1978.0
A , L , WAIT , 644.0
A , L , WAIT , 2400.0
C , L , WAIT , 3121.0
B , S , WAIT , 3102.0
A , S , WAIT , 679.0
A , S , WAIT , 3393.0
A , L , WAIT , 3001.0
B , L , WAIT , 2647.0
B , S , WAIT , 1503.0
A , L , WAIT , 2792.0
B , L , WAIT , 394.0
C , S , WAIT , 2942.0
A , L , WAIT , 322.0
C , S , WAIT , 2457.0
A , S , WAIT , 3598.0
C , L , WAIT , 1432.0
C , S , WAIT , 1315.0
B , L , WAIT , 2931.0
C , L , WAIT , 783.0
C , S , WAIT , 2553.0
A , L , WAIT , 816.0
C , L , WAIT , 2786.0
A , L , WAIT , 801.0
A , L , WAIT , 1475.0
A , S , WAIT , 2195.0
A , L , WAIT , 3531.0
C , L , WAIT , 295.0
B , S , WAIT , 1327.0
A , S , WAIT , 1977.0
A , L , WAIT , 2947.0
