Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Malý , S čakaním , 3523.5128395723023
Linka A , Malý , Bez čakania , 2381.8642114052554
Linka A , Veľký , S čakaním , 1524.1698667261105
Linka C , Malý , S čakaním , 1447.5254636507304
Linka A , Malý , S čakaním , 3152.2161844759985
Linka C , Malý , Bez čakania , 1510.8793412707944
Linka C , Veľký , Bez čakania , 177.22677936794616
Linka C , Malý , Bez čakania , 1943.9191940340509
Linka A , Veľký , S čakaním , 202.98812462731016
Linka B , Veľký , Bez čakania , 81.1245051630257
Linka B , Veľký , Bez čakania , 3350.3567780967383
Linka A , Malý , Bez čakania , 1281.3264426031144
Linka A , Malý , S čakaním , 101.31404863016095
Linka A , Veľký , S čakaním , 325.34234216121166
Linka B , Veľký , Bez čakania , 1474.9475186293519
Linka A , Malý , Bez čakania , 3275.5537687097008
Linka A , Malý , Bez čakania , 3081.3126377121534
Linka B , Veľký , S čakaním , 1310.9266291723761
Linka A , Veľký , Bez čakania , 1129.9084799157054
Linka B , Malý , Bez čakania , 2270.936749375724
Linka A , Veľký , Bez čakania , 2518.5679651716046
Linka B , Malý , S čakaním , 1011.9938119072349
Linka B , Malý , Bez čakania , 1063.9414986924978
Linka B , Malý , S čakaním , 342.0989038494866
Linka C , Veľký , Bez čakania , 2113.664675649237
Linka A , Malý , S čakaním , 289.18496686230105
Linka B , Veľký , S čakaním , 206.54415296421828
Linka C , Malý , Bez čakania , 2896.2151252001186
Linka A , Veľký , Bez čakania , 387.08909410220997
Linka A , Veľký , S čakaním , 2957.1047431584334
Linka C , Malý , S čakaním , 3553.309564530494
Priemerný čas čakania, Percent nestihli
322.2913024431167 , 0.05563344477899275

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Veľký , S čakaním , 1944.5965898550405
Linka C , Veľký , S čakaním , 609.7020084508811
Linka B , Malý , Bez čakania , 1627.8956392339758
Linka C , Veľký , S čakaním , 2944.868415735328
Linka C , Veľký , Bez čakania , 3200.8517589290086
Linka A , Veľký , Bez čakania , 2941.6946381594844
Linka A , Veľký , Bez čakania , 29.408605325374637
Linka C , Malý , Bez čakania , 2483.010348507834
Linka A , Malý , Bez čakania , 1800.6688763886536
Linka C , Malý , Bez čakania , 1578.2419132163866
Linka C , Malý , S čakaním , 2575.5863462811926
Linka B , Veľký , S čakaním , 2745.1579234710653
Linka A , Veľký , Bez čakania , 412.49289293674303
Linka B , Malý , S čakaním , 721.5312307418219
Linka B , Veľký , S čakaním , 2845.644298620267
Linka A , Malý , S čakaním , 2341.9748417752353
Linka A , Veľký , S čakaním , 787.8309775949715
Linka A , Malý , S čakaním , 289.18496686230105
Linka C , Veľký , S čakaním , 1337.634795882051
Linka B , Malý , S čakaním , 2879.035148507305
Linka A , Malý , Bez čakania , 1608.945348719529
Linka B , Malý , Bez čakania , 1577.2750001881593
Linka C , Veľký , S čakaním , 694.3967124502688
Linka C , Veľký , Bez čakania , 1890.1338244457395
Linka A , Malý , Bez čakania , 629.1744451430308
Linka B , Malý , S čakaním , 565.7779299095632
Linka A , Veľký , S čakaním , 3472.4294112816406
Linka A , Veľký , S čakaním , 1047.1222538592795
Linka A , Veľký , Bez čakania , 928.5549687598748
Linka B , Malý , S čakaním , 3238.20976004103
Linka C , Malý , Bez čakania , 2605.8705116264127
Linka A , Malý , Bez čakania , 427.1454593823651
Linka A , Malý , S čakaním , 761.0012882692051
Linka C , Malý , Bez čakania , 2311.927793546353
Linka A , Malý , Bez čakania , 452.21687822788573
Linka B , Veľký , S čakaním , 3176.5624576223863
Linka A , Veľký , Bez čakania , 3010.480110103754
Linka C , Malý , S čakaním , 1401.0202294865146
Linka B , Malý , Bez čakania , 2033.6905120556821
Linka A , Malý , S čakaním , 2522.6381792106476
Linka B , Veľký , Bez čakania , 1052.864293172333
Linka C , Malý , Bez čakania , 3399.4945584971274
Priemerný čas čakania, Percent nestihli
342.0212965745608 , 0.048196858959080276

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka B , Veľký , Bez čakania , 1293.473378283822
Linka A , Malý , Bez čakania , 2962.7574752693363
Linka A , Veľký , S čakaním , 3366.802299127532
Linka B , Veľký , S čakaním , 2385.677526506373
Linka B , Malý , S čakaním , 3404.6680475113335
Linka A , Veľký , Bez čakania , 2427.39978832345
Linka C , Malý , Bez čakania , 897.1400476763254
Linka B , Malý , Bez čakania , 314.0639964013294
Linka B , Malý , Bez čakania , 1661.2711008021467
Linka C , Malý , Bez čakania , 921.5679735586207
Linka A , Veľký , S čakaním , 533.486160645659
Linka B , Veľký , Bez čakania , 2513.1390512407875
Linka A , Malý , S čakaním , 1731.2697227599485
Linka B , Malý , S čakaním , 1406.9572244110543
Linka A , Malý , Bez čakania , 1549.1054501780143
Linka B , Veľký , S čakaním , 558.8837959302305
Linka B , Malý , Bez čakania , 3270.0527525579914
Linka B , Veľký , S čakaním , 1980.7932896294153
Linka B , Veľký , S čakaním , 3397.3687782531806
Linka B , Veľký , Bez čakania , 491.480165915138
Linka C , Malý , Bez čakania , 1559.8587659111772
Linka B , Veľký , S čakaním , 1980.7932896294153
Linka B , Veľký , Bez čakania , 2556.990690096196
Linka B , Malý , S čakaním , 1655.140379876972
Linka A , Veľký , Bez čakania , 2774.8294424197984
Linka C , Veľký , S čakaním , 822.9710541729935
Linka C , Veľký , Bez čakania , 2982.9467576340567
Linka C , Veľký , S čakaním , 198.14661948684136
Linka A , Veľký , Bez čakania , 3223.818079084972
Linka C , Veľký , S čakaním , 981.2950452677793
Linka A , Malý , S čakaním , 2180.5763462352597
Linka C , Veľký , Bez čakania , 2532.632830330634
Linka A , Malý , S čakaním , 2458.5048349984627
Linka A , Veľký , Bez čakania , 3202.1198851236854
Linka C , Malý , S čakaním , 2997.9291038996885
Linka C , Malý , Bez čakania , 1999.9506460828713
Linka A , Malý , Bez čakania , 803.4013428221022
Linka C , Veľký , S čakaním , 761.1343944810817
Linka A , Veľký , Bez čakania , 260.94473485135944
Linka C , Malý , S čakaním , 470.40171242137524
Linka B , Veľký , Bez čakania , 89.75640066976864
Linka A , Malý , Bez čakania , 2131.5072399366272
Linka C , Malý , S čakaním , 1068.49907018716
Linka A , Malý , Bez čakania , 803.4013428221022
Priemerný čas čakania, Percent nestihli
400.2667320036067 , 0.06438165797490132

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Veľký , S čakaním , 2443.0158292353794
Linka A , Malý , S čakaním , 3384.786813367484
Linka B , Malý , S čakaním , 1544.923701283738
Linka C , Veľký , S čakaním , 107.1925834517717
Linka C , Malý , S čakaním , 3239.361499906344
Linka C , Veľký , S čakaním , 2357.353672951754
Linka A , Veľký , S čakaním , 143.7039917989835
Linka C , Malý , Bez čakania , 1137.278570981214
Linka A , Malý , Bez čakania , 3260.708054299328
Linka C , Malý , S čakaním , 350.9496800467974
Linka C , Malý , Bez čakania , 2916.0815005395343
Linka C , Veľký , Bez čakania , 654.5411678238551
Linka C , Malý , Bez čakania , 2315.5975936279315
Linka B , Malý , Bez čakania , 2215.5192675047033
Linka B , Veľký , Bez čakania , 899.2214821492562
Linka A , Veľký , Bez čakania , 3567.1857709923206
Linka B , Malý , Bez čakania , 3339.1412111936347
Linka A , Veľký , Bez čakania , 2884.484129130343
Linka B , Malý , Bez čakania , 583.9959466928455
Linka A , Malý , Bez čakania , 2433.929003635452
Linka A , Veľký , Bez čakania , 3567.1857709923206
Linka A , Veľký , Bez čakania , 1793.3798829779155
Linka A , Malý , Bez čakania , 1338.0552369447123
Linka C , Veľký , Bez čakania , 3553.3190024797464
Linka C , Veľký , Bez čakania , 2381.422926003384
Linka A , Malý , Bez čakania , 72.29140637434296
Linka A , Malý , Bez čakania , 3075.545544415099
Linka A , Veľký , S čakaním , 2577.336066235448
Linka C , Veľký , S čakaním , 362.0041840166374
Linka C , Veľký , Bez čakania , 2376.5534873077845
Linka B , Malý , Bez čakania , 2667.8859317356914
Linka B , Veľký , Bez čakania , 2327.2559530742824
Linka C , Malý , S čakaním , 51.284887401961754
Linka B , Malý , S čakaním , 1910.996120573228
Linka A , Malý , S čakaním , 2635.075179709872
Linka C , Veľký , Bez čakania , 3257.9135315344965
Linka B , Veľký , S čakaním , 2402.244533225066
Linka A , Veľký , S čakaním , 664.4423505028683
Linka C , Malý , Bez čakania , 849.2596144991489
Linka B , Malý , Bez čakania , 1086.2573089853233
Linka C , Veľký , S čakaním , 1633.648818761709
Linka B , Malý , Bez čakania , 2353.45331086767
Linka A , Veľký , S čakaním , 402.77370271473114
Linka C , Veľký , Bez čakania , 1976.230412405062
Linka B , Veľký , Bez čakania , 1284.0602983510703
Priemerný čas čakania, Percent nestihli
392.306331161812 , 0.05310365342134214

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Malý , S čakaním , 1592.1932444847932
Linka B , Veľký , S čakaním , 3479.8006093128542
Linka B , Veľký , S čakaním , 861.212417570051
Linka C , Veľký , S čakaním , 2355.9720334858694
Linka B , Veľký , Bez čakania , 3279.5344482606915
Linka C , Veľký , S čakaním , 1107.8699887015764
Linka B , Veľký , Bez čakania , 1705.9051240632336
Linka A , Malý , Bez čakania , 991.4922727325488
Linka A , Malý , Bez čakania , 441.97758776727426
Linka C , Malý , Bez čakania , 2958.5295222471505
Linka C , Malý , Bez čakania , 1933.9181938512231
Linka B , Veľký , Bez čakania , 2463.3069911832063
Linka A , Malý , Bez čakania , 2094.7197064724733
Linka C , Malý , Bez čakania , 1828.6848396291846
Linka B , Veľký , Bez čakania , 753.2902508189005
Linka B , Veľký , Bez čakania , 2012.9845020305388
Linka B , Malý , S čakaním , 1310.7803311447158
Linka A , Malý , Bez čakania , 514.7173378279072
Linka B , Malý , Bez čakania , 1910.6528179205884
Linka C , Malý , S čakaním , 1691.3797768989507
Linka A , Veľký , S čakaním , 3145.7172520213835
Linka B , Malý , Bez čakania , 2656.7097869252993
Linka A , Malý , S čakaním , 1171.5902867606771
Linka C , Malý , S čakaním , 1702.5655587959634
Linka A , Veľký , Bez čakania , 2860.330270517602
Linka B , Malý , Bez čakania , 1020.2703276899977
Linka A , Veľký , S čakaním , 988.0455418304253
Linka A , Malý , Bez čakania , 956.3702491185002
Linka B , Malý , Bez čakania , 3517.030296279902
Linka C , Malý , S čakaním , 3553.7033818815676
Linka B , Veľký , Bez čakania , 360.7421559562335
Linka A , Malý , S čakaním , 1692.667153702855
Linka B , Malý , S čakaním , 516.8972600203531
Linka A , Veľký , S čakaním , 742.424316482549
Linka A , Malý , S čakaním , 23.403706380848455
Linka A , Malý , Bez čakania , 946.9216719893698
Linka A , Veľký , S čakaním , 1319.3689471670807
Linka C , Malý , Bez čakania , 2443.9940604593344
Linka A , Veľký , S čakaním , 576.9992558864495
Linka B , Veľký , S čakaním , 3044.2100290288295
Linka A , Veľký , S čakaním , 1311.167108633004
Linka C , Veľký , Bez čakania , 3459.3203894674202
Linka A , Malý , S čakaním , 2808.613227597749
Linka B , Malý , Bez čakania , 1425.5554501028116
Linka C , Malý , S čakaním , 1951.550411008415
Linka A , Malý , S čakaním , 2582.1590090572104
Linka C , Veľký , Bez čakania , 2391.130214971616
Linka C , Malý , S čakaním , 1239.1667812206324
Linka B , Malý , S čakaním , 3059.700592005966
Priemerný čas čakania, Percent nestihli
277.4340371296604 , 0.021583387180650844

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Veľký , S čakaním , 1944.5965898550405
Linka B , Malý , S čakaním , 691.2728042995932
Linka A , Malý , S čakaním , 3416.960333239451
Linka A , Malý , Bez čakania , 435.45405891557783
Linka C , Malý , S čakaním , 1263.1524163926654
Linka A , Malý , Bez čakania , 1195.1363577884292
Linka A , Veľký , Bez čakania , 3496.1026121153363
Linka C , Veľký , S čakaním , 1621.1396871429947
Linka A , Veľký , Bez čakania , 2031.4348268022413
Linka A , Malý , Bez čakania , 680.4856016980234
Linka A , Malý , S čakaním , 2738.834293824946
Linka B , Veľký , Bez čakania , 2560.8521805647274
Linka C , Malý , S čakaním , 1410.5686048659397
Linka B , Veľký , Bez čakania , 3455.6667861011506
Linka A , Veľký , Bez čakania , 726.944577372747
Linka B , Malý , Bez čakania , 1577.8811548908939
Linka C , Veľký , S čakaním , 1160.3039798538211
Linka B , Malý , S čakaním , 3418.041899059161
Linka A , Malý , Bez čakania , 790.9389398601659
Linka A , Malý , Bez čakania , 450.74575279918747
Linka B , Veľký , S čakaním , 3382.9621477998357
Linka B , Veľký , S čakaním , 2303.1852263697438
Linka C , Veľký , S čakaním , 2943.68663933032
Linka A , Veľký , Bez čakania , 2111.854797799215
Linka C , Malý , Bez čakania , 1394.765978420472
Linka C , Malý , Bez čakania , 614.5366029548236
Linka C , Malý , Bez čakania , 632.6088171121376
Linka C , Malý , Bez čakania , 1328.5784529509358
Linka B , Veľký , S čakaním , 2865.2383653572
Linka C , Veľký , Bez čakania , 1201.169675898778
Linka B , Veľký , Bez čakania , 3232.3466972350775
Linka B , Veľký , Bez čakania , 1686.5907210950713
Linka B , Veľký , Bez čakania , 2860.8128257018066
Linka B , Malý , Bez čakania , 3378.6116610224763
Linka B , Veľký , Bez čakania , 566.1699452360691
Linka C , Veľký , Bez čakania , 2967.004880679806
Linka B , Veľký , Bez čakania , 3486.3075795590253
Linka A , Veľký , Bez čakania , 1180.9095986373259
Linka A , Veľký , Bez čakania , 617.2449554508174
Linka A , Veľký , Bez čakania , 1232.6947337953654
Linka A , Veľký , S čakaním , 2854.403129958802
Linka A , Veľký , S čakaním , 664.4423505028683
Linka B , Veľký , Bez čakania , 3385.924365062115
Linka A , Veľký , Bez čakania , 2159.416834769616
Linka C , Malý , Bez čakania , 2172.19767921624
Linka A , Malý , S čakaním , 3359.396069862856
Linka A , Veľký , Bez čakania , 2156.4530541128074
Linka C , Veľký , S čakaním , 1038.8904186357415
Linka A , Veľký , Bez čakania , 2868.6615320672427
Linka B , Veľký , Bez čakania , 682.2456794606404
Linka A , Malý , S čakaním , 3482.2166348768505
Priemerný čas čakania, Percent nestihli
320.1388888521146 , 0.0510290907204606

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Malý , Bez čakania , 2956.205059920887
Linka C , Veľký , S čakaním , 1870.4810869938278
Linka C , Veľký , Bez čakania , 1363.5097922752927
Linka B , Veľký , S čakaním , 36.30237861093981
Linka A , Veľký , S čakaním , 776.8022928360613
Linka B , Veľký , S čakaním , 899.8917784558703
Linka C , Veľký , S čakaním , 2978.463628285017
Linka B , Veľký , Bez čakania , 2589.7581674405365
Linka A , Malý , Bez čakania , 574.3778694222697
Linka A , Malý , Bez čakania , 2060.7026922916934
Linka C , Veľký , S čakaním , 86.88138802788346
Linka B , Veľký , S čakaním , 432.5052307910104
Linka A , Malý , S čakaním , 1727.0404737809213
Linka B , Malý , S čakaním , 3138.3701146055164
Linka C , Veľký , Bez čakania , 3250.579310263193
Linka B , Malý , Bez čakania , 773.9015429841968
Linka A , Veľký , Bez čakania , 3561.7041649814596
Linka C , Veľký , Bez čakania , 2280.3336246940044
Linka A , Veľký , Bez čakania , 512.4071127242631
Linka B , Veľký , Bez čakania , 154.64841089905912
Linka A , Veľký , Bez čakania , 1201.6852022365224
Linka B , Malý , Bez čakania , 1667.0801799517192
Linka B , Veľký , Bez čakania , 1210.4661362254533
Linka B , Malý , Bez čakania , 2923.193429689686
Linka B , Malý , S čakaním , 2275.8410348333296
Linka B , Veľký , Bez čakania , 2510.607909839581
Linka B , Malý , Bez čakania , 1449.0422691639078
Linka A , Veľký , Bez čakania , 981.9500395380561
Linka A , Veľký , S čakaním , 3541.4251914842457
Linka B , Malý , S čakaním , 911.0801855987154
Linka B , Veľký , Bez čakania , 787.6905784052237
Linka A , Veľký , S čakaním , 3228.235835712078
Linka B , Malý , S čakaním , 391.65711574929844
Linka A , Veľký , S čakaním , 1166.2972894920274
Linka C , Malý , S čakaním , 3091.14201874497
Linka B , Malý , S čakaním , 1127.2241172102633
Linka A , Veľký , Bez čakania , 305.9948844645642
Linka B , Veľký , Bez čakania , 783.7654010455554
Linka C , Malý , Bez čakania , 2308.2913836977364
Linka A , Malý , S čakaním , 1710.6529456188525
Linka B , Malý , Bez čakania , 1216.477463659838
Linka B , Malý , Bez čakania , 1868.32962523964
Linka A , Malý , Bez čakania , 3423.554305881297
Linka C , Malý , S čakaním , 271.49194577449356
Linka C , Veľký , S čakaním , 1735.8735444876718
Linka B , Veľký , Bez čakania , 2312.1898266204653
Linka A , Veľký , Bez čakania , 977.0717830689501
Linka A , Veľký , Bez čakania , 387.08909410220997
Linka C , Veľký , S čakaním , 2600.0630336794625
Linka C , Veľký , S čakaním , 1305.171187612275
Linka C , Malý , Bez čakania , 666.1620296046232
Linka C , Malý , Bez čakania , 189.16075157420508
Priemerný čas čakania, Percent nestihli
254.72887964701007 , 0.03841339758591092

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Veľký , S čakaním , 2269.327923376003
Linka C , Malý , Bez čakania , 3108.1350973508997
Linka B , Veľký , Bez čakania , 673.5970306581153
Linka C , Veľký , Bez čakania , 709.7534173563869
Linka C , Malý , Bez čakania , 1777.539214953845
Linka C , Veľký , Bez čakania , 258.5755588441539
Linka A , Malý , Bez čakania , 1388.5136401597745
Linka A , Veľký , Bez čakania , 1738.154393754535
Linka A , Malý , S čakaním , 3518.954406052644
Linka B , Malý , S čakaním , 3440.3642047607664
Linka B , Veľký , Bez čakania , 1285.0151631549031
Linka C , Malý , Bez čakania , 3211.5611125368932
Linka C , Veľký , S čakaním , 1555.2449322084774
Linka A , Veľký , S čakaním , 1203.4689785631906
Linka A , Malý , S čakaním , 2727.485687838073
Linka A , Veľký , Bez čakania , 2748.124718805225
Linka A , Veľký , Bez čakania , 3056.1254771809395
Linka B , Veľký , S čakaním , 144.62023235548983
Linka B , Veľký , S čakaním , 802.9378088516365
Linka C , Malý , Bez čakania , 2229.2709169182763
Linka C , Malý , S čakaním , 3040.4768933963414
Linka C , Malý , S čakaním , 403.026089637348
Linka C , Veľký , S čakaním , 1630.2818308367987
Linka A , Malý , S čakaním , 1787.2736311319352
Linka B , Veľký , S čakaním , 1004.6699367222217
Linka A , Malý , S čakaním , 3593.5424307508365
Linka A , Malý , S čakaním , 1273.5985397541735
Linka B , Veľký , Bez čakania , 1985.7986220021535
Linka C , Malý , S čakaním , 1548.1659660847654
Linka C , Veľký , Bez čakania , 2411.478371557676
Linka A , Malý , Bez čakania , 86.49649075457049
Linka B , Veľký , S čakaním , 249.58648031765566
Linka A , Veľký , S čakaním , 3457.0443149602224
Linka A , Veľký , S čakaním , 156.75379985993322
Linka C , Malý , S čakaním , 89.47027386131464
Linka A , Veľký , Bez čakania , 573.4945407796
Linka A , Malý , Bez čakania , 3331.2590965581144
Linka B , Malý , S čakaním , 1981.7713914099063
Linka C , Malý , S čakaním , 2439.8794536530254
Linka B , Malý , S čakaním , 1664.1393249673367
Linka B , Veľký , S čakaním , 1243.2760487282037
Linka B , Malý , S čakaním , 3298.1936848929563
Linka B , Malý , Bez čakania , 3473.9184438049683
Linka A , Veľký , S čakaním , 3238.576082593826
Linka A , Veľký , S čakaním , 3566.2410439251908
Linka A , Veľký , S čakaním , 337.33983098110485
Linka B , Malý , S čakaním , 127.4262563843696
Linka B , Malý , Bez čakania , 3184.229385764329
Linka B , Malý , S čakaním , 2182.6273254161774
Linka C , Veľký , Bez čakania , 2930.659654837281
Linka A , Malý , Bez čakania , 3537.2991661751566
Linka A , Veľký , Bez čakania , 1412.0317040381549
Linka A , Malý , S čakaním , 3476.0556679809893
Priemerný čas čakania, Percent nestihli
183.22205450988773 , 0.04666015549331639

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Veľký , S čakaním , 2154.08146168755
Linka C , Veľký , Bez čakania , 804.7588274179561
Linka B , Malý , Bez čakania , 1125.7565479608995
Linka B , Veľký , Bez čakania , 2628.760564303991
Linka A , Veľký , S čakaním , 2790.64599960518
Linka B , Veľký , S čakaním , 2270.8518922402395
Linka A , Malý , Bez čakania , 1082.556509271595
Linka C , Veľký , Bez čakania , 2895.9746472019324
Linka B , Veľký , S čakaním , 1802.7527570783293
Linka C , Malý , S čakaním , 2893.877169335486
Linka C , Malý , S čakaním , 1068.49907018716
Linka C , Malý , S čakaním , 2817.545926706335
Linka A , Veľký , S čakaním , 3304.8906196971107
Linka C , Veľký , Bez čakania , 3579.377931345949
Linka B , Veľký , Bez čakania , 2345.02923810755
Linka A , Malý , Bez čakania , 3577.693670937451
Linka C , Veľký , Bez čakania , 2493.44009746572
Linka A , Malý , Bez čakania , 31.618077165013283
Linka C , Veľký , S čakaním , 2303.122118243699
Linka C , Malý , Bez čakania , 2748.5763073339285
Linka C , Veľký , S čakaním , 71.51448347507645
Linka C , Malý , S čakaním , 466.0842911002274
Linka A , Veľký , Bez čakania , 774.8089129815068
Linka A , Veľký , Bez čakania , 715.5043731195972
Linka C , Veľký , Bez čakania , 281.7064676391952
Linka A , Veľký , Bez čakania , 28.973836585034807
Linka A , Malý , S čakaním , 2590.6379089567777
Linka A , Malý , S čakaním , 1057.2124156844836
Linka C , Malý , Bez čakania , 3001.222847490701
Linka C , Malý , Bez čakania , 2121.4457101195608
Linka B , Malý , Bez čakania , 1822.9120982265447
Linka C , Malý , Bez čakania , 1959.7992785339552
Linka C , Malý , S čakaním , 1148.9107540267873
Linka C , Veľký , S čakaním , 1082.0899047579512
Linka A , Malý , Bez čakania , 2928.7450252323933
Linka B , Malý , Bez čakania , 2771.0499148901167
Linka C , Veľký , Bez čakania , 2822.94332940666
Linka A , Malý , Bez čakania , 1998.6254064655043
Linka B , Malý , S čakaním , 631.6156376294276
Linka B , Veľký , S čakaním , 475.47107781688516
Linka A , Malý , S čakaním , 3214.852795299026
Linka C , Veľký , S čakaním , 2287.597196158702
Linka B , Veľký , S čakaním , 190.43062812914243
Linka C , Veľký , S čakaním , 828.4967840633634
Linka B , Malý , Bez čakania , 2132.822047336121
Linka A , Malý , Bez čakania , 492.97270466759204
Linka B , Malý , S čakaním , 107.73260965412553
Linka C , Malý , S čakaním , 1753.8799033705684
Linka C , Veľký , Bez čakania , 3063.259869511708
Linka C , Veľký , Bez čakania , 507.10535082886395
Linka A , Veľký , Bez čakania , 3018.1616970685636
Linka C , Veľký , S čakaním , 223.262737623869
Linka C , Veľký , Bez čakania , 709.7534173563869
Linka C , Veľký , Bez čakania , 67.18841314186204
Priemerný čas čakania, Percent nestihli
455.03943175800487 , 0.06338828158006013

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Malý , Bez čakania , 2976.749133540276
Linka C , Malý , Bez čakania , 1118.1280415679848
Linka C , Veľký , S čakaním , 728.5290416819624
Linka A , Veľký , Bez čakania , 3138.920938200864
Linka A , Veľký , Bez čakania , 2888.5024867208044
Linka B , Veľký , S čakaním , 2756.595692558937
Linka B , Malý , Bez čakania , 2274.231639816813
Linka C , Malý , S čakaním , 3530.5074226710744
Linka B , Veľký , S čakaním , 234.70831216013858
Linka C , Malý , S čakaním , 3268.158880247881
Linka C , Veľký , S čakaním , 3288.375535927825
Linka A , Malý , Bez čakania , 3175.2768563182617
Linka C , Veľký , Bez čakania , 1432.611662992512
Linka A , Malý , S čakaním , 2308.5861395389866
