Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 1466.0
B , L , NO WAIT , 211.0
A , S , NO WAIT , 929.0
B , L , NO WAIT , 2758.0
C , S , NO WAIT , 1475.0
A , L , NO WAIT , 1819.0
C , L , NO WAIT , 3468.0
C , L , NO WAIT , 2729.0
A , S , NO WAIT , 3217.0
A , S , NO WAIT , 2941.0
B , L , NO WAIT , 1622.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
540.1660989125694 , 0.03797338080123695 , 0.0 , 13105000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 2787.0
B , S , NO WAIT , 1269.0
A , L , NO WAIT , 821.0
B , L , NO WAIT , 3284.0
C , S , NO WAIT , 3017.0
A , S , NO WAIT , 1420.0
A , S , NO WAIT , 2318.0
B , L , NO WAIT , 2845.0
C , L , NO WAIT , 1334.0
A , L , NO WAIT , 31.0
A , S , NO WAIT , 182.0
B , L , NO WAIT , 56.0
B , S , NO WAIT , 1708.0
C , L , NO WAIT , 1211.0
B , S , NO WAIT , 893.0
A , L , NO WAIT , 1739.0
B , L , NO WAIT , 623.0
B , L , NO WAIT , 3053.0
C , S , NO WAIT , 773.0
A , L , NO WAIT , 2643.0
C , L , NO WAIT , 3156.0
A , L , NO WAIT , 2484.0
C , S , NO WAIT , 3511.0
A , L , NO WAIT , 2398.0
A , L , NO WAIT , 437.0
C , S , NO WAIT , 3531.0
B , S , NO WAIT , 1419.0
A , L , NO WAIT , 638.0
A , L , NO WAIT , 1275.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
453.00350014226876 , 0.06865593146245826 , 0.0 , 13330000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , NO WAIT , 2206.0
A , S , NO WAIT , 516.0
B , L , NO WAIT , 767.0
B , L , NO WAIT , 1883.0
A , L , NO WAIT , 1633.0
C , S , NO WAIT , 2160.0
C , L , NO WAIT , 42.0
B , L , NO WAIT , 1344.0
A , L , NO WAIT , 3145.0
C , L , NO WAIT , 429.0
B , L , NO WAIT , 2841.0
A , S , NO WAIT , 3123.0
C , L , NO WAIT , 1063.0
C , S , NO WAIT , 3274.0
A , L , NO WAIT , 2887.0
A , L , NO WAIT , 179.0
A , S , NO WAIT , 2150.0
C , L , NO WAIT , 2952.0
C , L , NO WAIT , 3349.0
A , L , NO WAIT , 3252.0
C , S , NO WAIT , 2540.0
C , L , NO WAIT , 401.0
A , S , NO WAIT , 1404.0
A , S , NO WAIT , 2973.0
A , S , NO WAIT , 3484.0
A , L , NO WAIT , 2647.0
A , S , NO WAIT , 1015.0
B , L , NO WAIT , 740.0
A , L , NO WAIT , 3245.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
591.1236307892601 , 0.004732771034178391 , 0.0 , 13330000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 3010.0
C , L , NO WAIT , 2112.0
A , L , NO WAIT , 449.0
C , S , NO WAIT , 191.0
A , L , NO WAIT , 2865.0
B , L , NO WAIT , 3494.0
C , L , NO WAIT , 2881.0
A , L , NO WAIT , 2492.0
A , S , NO WAIT , 3375.0
A , L , NO WAIT , 2228.0
B , L , NO WAIT , 795.0
A , L , NO WAIT , 820.0
A , L , NO WAIT , 55.0
C , S , NO WAIT , 85.0
A , L , NO WAIT , 2386.0
B , L , NO WAIT , 3193.0
A , L , NO WAIT , 1038.0
A , L , NO WAIT , 2070.0
C , L , NO WAIT , 53.0
B , L , NO WAIT , 3214.0
C , L , NO WAIT , 1990.0
B , S , NO WAIT , 1677.0
B , L , NO WAIT , 2500.0
C , S , NO WAIT , 1972.0
A , S , NO WAIT , 1329.0
B , L , NO WAIT , 3022.0
C , S , NO WAIT , 2916.0
C , S , NO WAIT , 1070.0
C , S , NO WAIT , 757.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
536.300239714187 , 0.04985407318566641 , 0.0 , 13555000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 3009.0
A , L , NO WAIT , 2669.0
B , L , NO WAIT , 854.0
C , L , NO WAIT , 1709.0
B , S , NO WAIT , 2971.0
C , S , NO WAIT , 980.0
B , S , NO WAIT , 3415.0
C , S , NO WAIT , 612.0
B , L , NO WAIT , 3460.0
C , S , NO WAIT , 1958.0
C , L , NO WAIT , 3398.0
A , L , NO WAIT , 885.0
B , S , NO WAIT , 2905.0
A , L , NO WAIT , 1490.0
C , S , NO WAIT , 3397.0
A , S , NO WAIT , 3031.0
A , S , NO WAIT , 3460.0
B , L , NO WAIT , 1848.0
A , L , NO WAIT , 1428.0
A , L , NO WAIT , 156.0
C , S , NO WAIT , 3199.0
A , L , NO WAIT , 3200.0
B , L , NO WAIT , 417.0
B , L , NO WAIT , 1325.0
A , L , NO WAIT , 3532.0
C , L , NO WAIT , 3397.0
A , L , NO WAIT , 3585.0
A , L , NO WAIT , 867.0
C , L , NO WAIT , 1357.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
554.7029778141016 , 0.03113886980107139 , 0.0 , 13330000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 412.0
C , L , NO WAIT , 387.0
A , L , NO WAIT , 2383.0
A , L , NO WAIT , 1608.0
C , L , NO WAIT , 2816.0
B , L , NO WAIT , 1771.0
C , L , NO WAIT , 1704.0
A , L , NO WAIT , 2166.0
C , L , NO WAIT , 2763.0
A , S , NO WAIT , 468.0
A , S , NO WAIT , 2161.0
B , L , NO WAIT , 1894.0
B , L , NO WAIT , 854.0
C , L , NO WAIT , 639.0
A , L , NO WAIT , 450.0
A , S , NO WAIT , 235.0
A , L , NO WAIT , 2792.0
A , L , NO WAIT , 398.0
A , S , NO WAIT , 1907.0
C , L , NO WAIT , 704.0
A , L , NO WAIT , 1061.0
C , L , NO WAIT , 3225.0
A , S , NO WAIT , 1784.0
B , S , NO WAIT , 717.0
A , S , NO WAIT , 465.0
A , L , NO WAIT , 1162.0
A , S , NO WAIT , 993.0
B , L , NO WAIT , 1334.0
A , L , NO WAIT , 328.0
C , L , NO WAIT , 2096.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
427.1260012845276 , 0.03373857631024488 , 0.0 , 14550000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 786.0
C , S , NO WAIT , 1125.0
A , L , NO WAIT , 402.0
C , S , NO WAIT , 2267.0
B , S , NO WAIT , 624.0
A , L , NO WAIT , 356.0
B , L , NO WAIT , 1439.0
A , S , NO WAIT , 2376.0
C , L , NO WAIT , 3544.0
C , L , NO WAIT , 2691.0
A , S , NO WAIT , 2748.0
C , S , NO WAIT , 1877.0
B , L , NO WAIT , 3219.0
A , L , NO WAIT , 1257.0
A , S , NO WAIT , 2039.0
B , L , NO WAIT , 1116.0
A , L , NO WAIT , 2059.0
A , L , NO WAIT , 2772.0
B , L , NO WAIT , 1016.0
A , S , NO WAIT , 2533.0
A , L , NO WAIT , 3027.0
A , L , NO WAIT , 3326.0
C , L , NO WAIT , 1814.0
B , S , NO WAIT , 2182.0
B , S , NO WAIT , 909.0
C , S , NO WAIT , 2072.0
C , S , NO WAIT , 908.0
A , S , NO WAIT , 1785.0
A , L , NO WAIT , 2476.0
A , L , NO WAIT , 2885.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
522.3334861493491 , 0.043176160246045606 , 0.0 , 13200000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , NO WAIT , 432.0
A , S , NO WAIT , 249.0
A , S , NO WAIT , 3404.0
B , L , NO WAIT , 1287.0
C , S , NO WAIT , 1148.0
C , S , NO WAIT , 1858.0
A , L , NO WAIT , 2784.0
A , L , NO WAIT , 742.0
C , L , NO WAIT , 2457.0
B , S , NO WAIT , 795.0
C , L , NO WAIT , 1069.0
C , L , NO WAIT , 957.0
A , S , NO WAIT , 2540.0
A , S , NO WAIT , 488.0
A , L , NO WAIT , 346.0
A , L , NO WAIT , 3517.0
B , S , NO WAIT , 2820.0
C , S , NO WAIT , 1792.0
C , L , NO WAIT , 1476.0
B , L , NO WAIT , 2742.0
B , L , NO WAIT , 765.0
B , L , NO WAIT , 1973.0
A , S , NO WAIT , 2878.0
A , S , NO WAIT , 1011.0
A , L , NO WAIT , 3317.0
C , S , NO WAIT , 1887.0
B , L , NO WAIT , 2359.0
A , L , NO WAIT , 1807.0
C , L , NO WAIT , 3079.0
A , S , NO WAIT , 1884.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
530.1725990353149 , 0.060450034016242674 , 0.0 , 13200000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 2334.0
B , S , NO WAIT , 1158.0
C , S , NO WAIT , 193.0
C , L , NO WAIT , 2471.0
A , S , NO WAIT , 433.0
C , S , NO WAIT , 1060.0
A , L , NO WAIT , 2061.0
A , L , NO WAIT , 2696.0
B , L , NO WAIT , 559.0
B , S , NO WAIT , 1884.0
A , L , NO WAIT , 1285.0
A , L , NO WAIT , 769.0
A , L , NO WAIT , 1709.0
A , L , NO WAIT , 557.0
A , S , NO WAIT , 639.0
C , S , NO WAIT , 2532.0
C , L , NO WAIT , 1253.0
C , S , NO WAIT , 2095.0
A , L , NO WAIT , 22.0
C , L , NO WAIT , 3524.0
A , L , NO WAIT , 249.0
C , S , NO WAIT , 2308.0
B , S , NO WAIT , 1487.0
B , S , NO WAIT , 511.0
A , S , NO WAIT , 473.0
C , S , NO WAIT , 1001.0
C , S , NO WAIT , 106.0
C , L , NO WAIT , 2767.0
B , L , NO WAIT , 2794.0
C , S , NO WAIT , 1426.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
577.7502036772079 , 0.058028073961080784 , 0.0 , 12750000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 3384.0
A , L , NO WAIT , 3104.0
A , S , NO WAIT , 235.0
B , L , NO WAIT , 857.0
C , S , NO WAIT , 2623.0
C , S , NO WAIT , 1097.0
A , L , NO WAIT , 1663.0
C , L , NO WAIT , 689.0
B , S , NO WAIT , 827.0
A , L , NO WAIT , 1762.0
B , S , NO WAIT , 1655.0
C , L , NO WAIT , 3513.0
C , S , NO WAIT , 1558.0
C , L , NO WAIT , 659.0
C , S , NO WAIT , 487.0
A , L , NO WAIT , 3374.0
A , L , NO WAIT , 1637.0
A , L , NO WAIT , 2556.0
A , L , NO WAIT , 3369.0
A , S , NO WAIT , 2818.0
A , S , NO WAIT , 2226.0
B , S , NO WAIT , 1176.0
B , L , NO WAIT , 2492.0
B , L , NO WAIT , 2219.0
C , S , NO WAIT , 3364.0
A , L , NO WAIT , 311.0
C , S , NO WAIT , 909.0
A , L , NO WAIT , 2815.0
B , S , NO WAIT , 531.0
A , L , NO WAIT , 1256.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
523.4304028058199 , 0.046535993521288364 , 0.0 , 13425000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 440.0
B , L , NO WAIT , 1866.0
C , L , NO WAIT , 3246.0
A , S , NO WAIT , 821.0
B , S , NO WAIT , 3232.0
C , S , NO WAIT , 3197.0
A , L , NO WAIT , 3053.0
A , L , NO WAIT , 2539.0
C , S , NO WAIT , 1208.0
B , L , NO WAIT , 944.0
A , S , NO WAIT , 672.0
C , L , NO WAIT , 1246.0
A , S , NO WAIT , 1054.0
A , L , NO WAIT , 1755.0
B , S , NO WAIT , 1463.0
C , L , NO WAIT , 2337.0
A , L , NO WAIT , 3091.0
A , S , NO WAIT , 835.0
C , L , NO WAIT , 2546.0
A , S , NO WAIT , 1949.0
B , L , NO WAIT , 1625.0
B , S , NO WAIT , 3108.0
A , L , NO WAIT , 2708.0
A , S , NO WAIT , 1966.0
C , S , NO WAIT , 83.0
A , S , NO WAIT , 3189.0
A , S , NO WAIT , 2647.0
A , L , NO WAIT , 2832.0
A , S , NO WAIT , 1587.0
B , S , NO WAIT , 3135.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
537.4993128735482 , 0.067278588337686 , 0.0 , 12750000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 2820.0
A , S , NO WAIT , 185.0
B , S , NO WAIT , 1145.0
C , L , NO WAIT , 1071.0
A , S , NO WAIT , 2388.0
C , L , NO WAIT , 3374.0
A , L , NO WAIT , 3050.0
A , S , NO WAIT , 1530.0
B , S , NO WAIT , 1095.0
B , S , NO WAIT , 307.0
B , L , NO WAIT , 1779.0
B , L , NO WAIT , 2681.0
C , S , NO WAIT , 704.0
C , S , NO WAIT , 966.0
A , S , NO WAIT , 339.0
A , S , NO WAIT , 2041.0
C , S , NO WAIT , 2473.0
B , L , NO WAIT , 45.0
C , L , NO WAIT , 1872.0
A , S , NO WAIT , 2479.0
A , L , NO WAIT , 869.0
A , L , NO WAIT , 459.0
A , S , NO WAIT , 351.0
A , L , NO WAIT , 2269.0
C , S , NO WAIT , 1826.0
A , L , NO WAIT , 3272.0
C , S , NO WAIT , 3393.0
B , S , NO WAIT , 1749.0
C , S , NO WAIT , 3041.0
A , S , NO WAIT , 619.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
565.5353544291984 , 0.03569823176616048 , 0.0 , 12075000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 186.0
A , L , NO WAIT , 3392.0
C , S , NO WAIT , 3143.0
A , L , NO WAIT , 3417.0
A , L , NO WAIT , 422.0
C , L , NO WAIT , 354.0
C , S , NO WAIT , 1018.0
C , L , NO WAIT , 783.0
B , L , NO WAIT , 1378.0
A , L , NO WAIT , 1234.0
B , S , NO WAIT , 2262.0
B , L , NO WAIT , 2098.0
C , S , NO WAIT , 2913.0
B , S , NO WAIT , 1425.0
C , L , NO WAIT , 3531.0
A , L , NO WAIT , 3434.0
A , S , NO WAIT , 1396.0
B , L , NO WAIT , 938.0
C , S , NO WAIT , 55.0
A , L , NO WAIT , 643.0
C , L , NO WAIT , 1805.0
B , S , NO WAIT , 554.0
A , L , NO WAIT , 2334.0
C , S , NO WAIT , 2340.0
A , L , NO WAIT , 3426.0
A , S , NO WAIT , 2699.0
B , S , NO WAIT , 3065.0
A , L , NO WAIT , 3486.0
A , L , NO WAIT , 994.0
B , L , NO WAIT , 3082.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
468.98038828127784 , 0.045247639975353734 , 0.0 , 13875000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 1573.0
B , L , NO WAIT , 1242.0
C , S , NO WAIT , 2976.0
B , S , NO WAIT , 1307.0
C , L , NO WAIT , 59.0
A , L , NO WAIT , 2697.0
B , L , NO WAIT , 2214.0
A , L , NO WAIT , 3218.0
C , S , NO WAIT , 700.0
A , L , NO WAIT , 1887.0
A , L , NO WAIT , 265.0
A , S , NO WAIT , 1150.0
A , L , NO WAIT , 1026.0
C , L , NO WAIT , 2397.0
B , S , NO WAIT , 2240.0
B , L , NO WAIT , 816.0
A , S , NO WAIT , 3241.0
A , S , NO WAIT , 1556.0
A , L , NO WAIT , 920.0
B , L , NO WAIT , 2666.0
C , L , NO WAIT , 610.0
A , S , NO WAIT , 1946.0
A , S , NO WAIT , 3208.0
C , S , NO WAIT , 52.0
A , L , NO WAIT , 3093.0
B , L , NO WAIT , 1751.0
A , S , NO WAIT , 525.0
B , L , NO WAIT , 375.0
C , S , NO WAIT , 3548.0
B , S , NO WAIT , 834.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
571.5118898942067 , 0.06004302303526456 , 0.0 , 13200000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 3340.0
A , S , NO WAIT , 1758.0
A , L , NO WAIT , 708.0
A , L , NO WAIT , 498.0
A , L , NO WAIT , 3357.0
C , L , NO WAIT , 2621.0
C , S , NO WAIT , 243.0
C , L , NO WAIT , 832.0
B , L , NO WAIT , 1176.0
A , L , NO WAIT , 3503.0
B , L , NO WAIT , 2707.0
A , S , NO WAIT , 2653.0
B , S , NO WAIT , 2854.0
A , L , NO WAIT , 312.0
C , L , NO WAIT , 2650.0
A , L , NO WAIT , 1199.0
C , S , NO WAIT , 2965.0
A , L , NO WAIT , 2957.0
A , L , NO WAIT , 1669.0
A , L , NO WAIT , 3363.0
C , L , NO WAIT , 1146.0
C , L , NO WAIT , 2740.0
B , S , NO WAIT , 1806.0
A , S , NO WAIT , 1640.0
A , S , NO WAIT , 1564.0
A , L , NO WAIT , 1204.0
C , L , NO WAIT , 583.0
B , L , NO WAIT , 400.0
A , S , NO WAIT , 1189.0
A , S , NO WAIT , 1990.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
464.0135337539171 , 0.05279788766713461 , 0.0 , 13875000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 773.0
A , S , NO WAIT , 1152.0
A , L , NO WAIT , 336.0
B , L , NO WAIT , 982.0
A , S , NO WAIT , 724.0
A , L , NO WAIT , 2596.0
B , L , NO WAIT , 2381.0
A , L , NO WAIT , 468.0
B , S , NO WAIT , 3350.0
A , L , NO WAIT , 1662.0
B , L , NO WAIT , 391.0
A , S , NO WAIT , 29.0
A , L , NO WAIT , 1911.0
A , L , NO WAIT , 2874.0
C , L , NO WAIT , 2174.0
C , S , NO WAIT , 1874.0
B , S , NO WAIT , 964.0
C , L , NO WAIT , 1759.0
A , S , NO WAIT , 549.0
C , L , NO WAIT , 2952.0
C , L , NO WAIT , 2706.0
C , L , NO WAIT , 2391.0
B , L , NO WAIT , 2639.0
A , L , NO WAIT , 1424.0
A , L , NO WAIT , 548.0
B , L , NO WAIT , 1451.0
A , L , NO WAIT , 3223.0
C , L , NO WAIT , 3090.0
B , L , NO WAIT , 2685.0
B , L , NO WAIT , 1668.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
563.7046815087544 , 0.04397382848828897 , 0.0 , 14550000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 3462.0
A , S , NO WAIT , 218.0
B , L , NO WAIT , 2291.0
C , L , NO WAIT , 32.0
A , L , NO WAIT , 574.0
B , S , NO WAIT , 2944.0
C , S , NO WAIT , 3582.0
A , L , NO WAIT , 3462.0
A , L , NO WAIT , 2266.0
C , S , NO WAIT , 798.0
A , S , NO WAIT , 3153.0
A , S , NO WAIT , 1750.0
B , S , NO WAIT , 1009.0
B , S , NO WAIT , 1863.0
B , L , NO WAIT , 2889.0
A , S , NO WAIT , 21.0
C , L , NO WAIT , 2248.0
C , S , NO WAIT , 3218.0
A , L , NO WAIT , 1828.0
B , L , NO WAIT , 117.0
C , L , NO WAIT , 3233.0
C , S , NO WAIT , 1601.0
A , L , NO WAIT , 605.0
A , L , NO WAIT , 2159.0
C , L , NO WAIT , 1785.0
A , L , NO WAIT , 948.0
A , L , NO WAIT , 2504.0
A , S , NO WAIT , 3253.0
A , L , NO WAIT , 1439.0
B , S , NO WAIT , 1396.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
501.1487265868042 , 0.024001393313832907 , 0.0 , 13425000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 3135.0
B , L , NO WAIT , 875.0
A , L , NO WAIT , 2200.0
C , L , NO WAIT , 3072.0
C , L , NO WAIT , 2049.0
A , S , NO WAIT , 1502.0
A , L , NO WAIT , 2545.0
A , L , NO WAIT , 3342.0
C , S , NO WAIT , 545.0
B , L , NO WAIT , 3292.0
A , S , NO WAIT , 1948.0
B , L , NO WAIT , 1379.0
A , L , NO WAIT , 410.0
C , S , NO WAIT , 280.0
A , S , NO WAIT , 1960.0
B , L , NO WAIT , 1900.0
A , L , NO WAIT , 648.0
A , S , NO WAIT , 3339.0
C , L , NO WAIT , 2794.0
A , S , NO WAIT , 1084.0
C , L , NO WAIT , 3493.0
A , S , NO WAIT , 1543.0
C , S , NO WAIT , 3010.0
B , S , NO WAIT , 1758.0
A , S , NO WAIT , 3515.0
C , S , NO WAIT , 1817.0
A , S , NO WAIT , 2575.0
A , S , NO WAIT , 2397.0
B , S , NO WAIT , 2743.0
C , L , NO WAIT , 2093.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
498.13969697633894 , 0.06939082405190591 , 0.0 , 12975000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 666.0
B , L , NO WAIT , 1518.0
B , L , NO WAIT , 1804.0
A , S , NO WAIT , 1792.0
B , S , NO WAIT , 632.0
A , S , NO WAIT , 1326.0
C , S , NO WAIT , 2713.0
C , L , NO WAIT , 3555.0
C , L , NO WAIT , 3080.0
A , L , NO WAIT , 1446.0
B , S , NO WAIT , 1812.0
A , S , NO WAIT , 1769.0
A , L , NO WAIT , 3200.0
C , L , NO WAIT , 1851.0
